timepoints,forecast
336,0.38294687867164623
337,0.22931650280952465
338,0.2599279284477235
339,0.30855953693389904
340,0.24041618406772625
341,0.25546327233314525
342,0.18204917013645183
343,0.21852271258831035
344,0.25979995727539074
345,0.5220389366149903
346,0.7090176939964296
347,0.9869689345359803
348,1.2993825674057007
349,1.4725966453552246
350,1.6482162475585938
351,1.859533429145813
352,1.7815505266189575
353,1.6221604347229004
354,1.3787544965744019
355,1.2113564014434814
356,1.0251123905181885
357,0.724416732788086
358,0.39511120319366466
359,0.07056804746389399
360,-0.18818166851997364
361,-0.2702938616275786
362,-0.342800736427307
363,-0.4742720127105712
364,-0.40387573838233937
365,-0.40244510769844044
366,-0.4657113552093505
367,-0.35230499505996693
368,-0.14567260444164265
369,0.012305788695812326
370,0.37702497839927684
371,0.7281315922737123
372,1.0269691944122314
373,1.3471403121948242
374,1.536187767982483
375,1.5814437866210938
376,1.5511287450790405
377,1.560442566871643
378,1.4062347412109375
379,1.1581177711486816
380,0.8541060686111451
381,0.48801356554031383
382,0.2204514890909196
383,-0.09470406919717779
384,-0.25593426823616017
385,-0.3359093666076659
386,-0.4526594877243041
387,-0.44746524095535267
388,-0.36573317646980275
389,-0.42111042141914357
390,-0.27680712938308705
391,-0.10869261622428884
392,0.05051152780652056
393,0.3953692615032197
394,0.8650101423263551
395,1.2810065746307373
396,1.6525572538375854
397,1.979188084602356
398,2.3198611736297607
399,2.3649892807006836
400,2.3791418075561523
401,2.322474241256714
402,2.171088695526123
403,1.8691140413284302
404,1.4241114854812622
405,1.066036343574524
406,0.7546908259391786
407,0.6066738963127137
408,0.30300262570381176
409,0.11340993642807017
410,0.11090385913848887
411,0.10023140162229548
412,0.24842847883701336
413,0.2899112701416017
414,0.32496321201324474
415,0.4492797851562501
416,0.8027235865592958
417,1.0665390491485596
418,1.5175065994262695
419,1.9089951515197754
420,2.330845355987549
421,2.6016292572021484
422,2.8295116424560547
423,2.8812966346740723
424,2.74698543548584
425,2.580512523651123
426,2.245793104171753
427,1.960266351699829
428,1.4473744630813599
429,1.055475115776062
430,0.6913501024246217
431,0.4329269826412202
